Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
672,16672978,Seyominaoto,"2026-08-10 00:47:27",0.825,12,seyominaoto
673,16680134,"Jewett Turkson","2026-08-07 14:40:49",0.825,1,jewettturkson
674,16669054,"My knee hurts","2026-08-07 11:11:19",0.824,4,"kennethlie16,zoli800"
675,16686120,"Qingdong Feng","2026-08-08 04:33:30",0.824,1,qingdongfeng
676,16683547,ts2coder,"2026-08-12 08:47:32",0.824,7,ts2coder
677,16679067,"Malyshev Danil","2026-08-10 12:57:54",0.824,4,malyshevdanil
678,16684986,"Kamal Das","2026-08-07 12:38:34",0.824,1,kmldas
679,16673386,F.A.Nina,"2026-08-07 11:21:38",0.823,5,nina2025
680,16685060,webcainiao,"2026-08-07 12:51:39",0.823,2,web3cainiao
681,16685585,"Youssef EL MSIYAH","2026-08-07 19:38:04",0.823,1,youssefelmsiyah
682,16673210,dipz,"2026-08-11 06:44:41",0.823,16,xdipzz
683,16686234,Venkat011003,"2026-08-12 16:54:21",0.822,4,venkat011003
684,16687154,"Jake O'Brien","2026-08-11 07:54:06",0.822,4,jakeobr1en
685,16683323,karthiksatya1610,"2026-08-11 18:18:11",0.822,14,"chirrashyamprakash,karthiksatya1610"
686,16675360,koulet3011,"2026-08-08 07:27:10",0.822,1,koubasho
687,16677061,"Gabriel Berrueta","2026-08-10 15:52:29",0.821,1,gabrielberrueta
688,16684115,"Ishank Gupta","2026-08-12 06:21:26",0.821,4,"ishankgpt02,muskanjadoniitmadras"
689,16690979,"Lorena Bango Vigo","2026-08-10 19:41:44",0.820,1,lorenabangovigo
690,16669063,Will,"2026-08-09 10:24:24",0.819,6,wguesdon
691,16679593,HulkBulk,"2026-08-10 09:29:28",0.819,2,hulkbulk
692,16671480,"Fernando Rodrigues","2026-08-11 03:11:39",0.819,12,fernandosr85
693,16677766,"Youssef Ouertani","2026-08-07 14:08:44",0.818,1,youssefouertani
694,16678961,"Igor Orlachev","2026-08-12 09:10:16",0.817,8,igororlachev
695,16678417,"Spyros Vythoulkas","2026-08-08 17:54:16",0.816,2,spyrosvythoulkas
696,16680887,石澤凰雅,"2026-08-12 11:22:32",0.816,1,ouga1shizawa
697,16685297,ET,"2026-08-12 05:52:26",0.816,13,etakaya
698,16685813,stefanoclss,"2026-08-12 13:44:46",0.816,7,stefanoclss
699,16692041,ryan,"2026-08-11 08:26:41",0.815,1,"hayden1126,ryanhocn"
700,16671149,"Paritosh Kumar Tripathi","2026-08-08 16:20:44",0.814,1,paritoshtripathi5
701,16681283,Soham,"2026-08-11 16:04:05",0.814,9,soham308
702,16679759,KhanZKhan,"2026-08-11 11:26:53",0.813,9,khanzkhan
703,16697479,nammovuivui,"2026-08-11 10:02:47",0.813,1,tranbadat
704,16674021,"[Deleted] 8116f50d-cb9b-4dd8-bc99-6e3d064daf51","2026-08-08 19:55:49",0.813,9,del=c21e6a8a03ad3b3c
705,16670744,"Ben Hamilton","2026-08-10 11:14:03",0.811,4,kineticaxisstudio
706,16678508,ZOUL,"2026-08-12 07:49:49",0.811,1,rithin84812
707,16685381,alisalisaa,"2026-08-11 11:30:03",0.810,3,alisalisaa
708,16680976,I_luv_magick,"2026-08-07 06:46:42",0.810,5,iluvmagick
709,16671615,"and more","2026-08-09 21:59:37",0.810,7,kym2022
710,16679506,"Udit Jain","2026-08-07 00:52:37",0.810,1,iamudit
711,16671437,Matulich,"2026-08-12 06:36:26",0.809,13,patrickmatulich
712,16671549,harryeps,"2026-08-11 16:45:10",0.809,2,harryeps
713,16693177,エバラ-プチッとうどん-釜玉うどん-が一番美味しい-SC,"2026-08-12 13:36:01",0.809,6,ryosketchbook2007
714,16682878,ServerlessCreed,"2026-08-12 02:12:37",0.809,3,serverlesscreed
715,16671097,reopon,"2026-08-08 01:01:28",0.809,10,reopon
716,16699545,Nikhil00718,"2026-08-10 10:57:35",0.809,1,"nikhil00718,vaishnavi22052006"
717,16676550,"Abdul Rosyid","2026-08-06 23:51:08",0.809,1,rosyid001
718,16675356,"Rabeet Ur Rehman","2026-08-10 12:13:53",0.809,5,rabeeturrehman
719,16680558,"Jaisal K Jain","2026-08-07 08:32:06",0.809,2,jaisalkjain
720,16683810,"Gobind Singh 82","2026-08-07 11:59:49",0.809,1,gobindsingh82
721,16679256,"Joaquim  Timóteo","2026-08-10 20:57:11",0.809,4,joaquimcarlostimteo
722,16686741,"LI LU STUDENT","2026-08-07 18:40:36",0.808,1,lilustudent
723,16678262,"Aryan Kumar","2026-08-06 18:50:58",0.808,1,kumaryan12
724,16682049,"Prashant Kikani","2026-08-07 09:46:46",0.808,1,prashantkikani
725,16681546,VK,"2026-08-07 06:27:26",0.808,1,venkatkumar001
726,16683614,sereinZhi0926,"2026-08-07 09:06:45",0.808,1,sereinzhi0926
727,16702439,"Jan Steindl-Starlinger","2026-08-12 12:09:47",0.808,1,jansteindlstarlinger
728,16676139,NDNam,"2026-08-07 02:45:55",0.808,2,namndios
729,16671655,PyJa,"2026-08-11 13:41:20",0.808,11,pixiux
730,16670977,AmishMittal,"2026-08-07 16:33:16",0.808,2,amishm
731,16670436,"Ibad Ur Rahman","2026-08-07 14:25:24",0.808,5,ibadia
732,16676414,LeKimono,"2026-08-07 18:09:23",0.808,2,lekimono
733,16675481,"Mykhailo Trushch","2026-08-11 04:55:19",0.808,4,mykhailotrushch
734,16701223,"Janarthan Aathavan","2026-08-12 01:34:50",0.807,1,janarthanaathavan
735,16679746,"Mikey Marszewski","2026-08-06 22:33:42",0.807,1,mikeymarszewski
736,16677831,blackseashark5,"2026-08-06 17:44:49",0.807,1,blackseasharkgcvt
737,16678135,🔥🦫📿🗽,"2026-08-09 20:25:42",0.807,2,datafad
738,16670692,shimosaba,"2026-08-10 05:16:41",0.807,1,yutoshimomura
739,16670000,erenvo,"2026-08-09 14:03:02",0.806,9,erenvoo
740,16670935,hida1211,"2026-08-07 00:33:32",0.806,4,hida1211
741,16684439,Bruhabcdfg,"2026-08-11 22:56:23",0.806,1,bruhabcdfg
742,16681906,"Vikash kumar pandit","2026-08-07 07:36:52",0.806,1,vikash1159pandit
743,16683900,Junlaii,"2026-08-07 09:35:10",0.806,1,junlaii
744,16675018,"ML Clan","2026-08-07 13:47:56",0.805,4,"helloromiro,hubabuba2001,leonidzaporozhets,nazarlukyanov,robertopussini"
745,16680355,"SEUNGHA HWANG","2026-08-08 13:07:56",0.805,2,seunghahwang
746,16676835,DataGeek,"2026-08-08 20:06:44",0.804,2,thakurrajanand
747,16708387,"Isaac Menard","2026-08-12 14:30:20",0.804,3,isaacmenard
748,16681383,"Haider Niaz","2026-08-08 21:28:14",0.804,1,haiderniaz
749,16674721,Civitasmass,"2026-08-07 21:16:20",0.804,5,godhand
750,16688930,"Ahmad Zulfiqar","2026-08-12 03:35:39",0.804,7,ahmadzulfiqar001
751,16681535,Lalith,"2026-08-08 20:36:46",0.803,3,killula33
752,16670337,"Greedy $$$","2026-08-12 06:56:16",0.803,30,"zaouiyassine,zeinebgahbiche"
753,16680916,"Momotaro YAMADA","2026-08-12 11:44:36",0.802,4,"kenoba,momotaroyamada"
754,16685619,LogicLab,"2026-08-11 19:09:08",0.802,8,logiclab
755,16704558,"Aiden Wang","2026-08-12 13:48:04",0.801,3,aidennwang
756,16689111,"Sonu Jha","2026-08-09 03:25:14",0.801,3,sonujha090
757,16669780,"Gourab Roy","2026-08-08 11:32:28",0.801,6,gourabroy553
758,16702722,chocolat,"2026-08-11 19:55:09",0.800,7,chocolatnya999
759,16688951,"Nicholas Fraser7","2026-08-12 09:36:54",0.799,4,nicholasfraser7
760,16690533,DavidWagihW,"2026-08-12 13:58:57",0.798,6,davidwagihw
761,16687718,parcadei,"2026-08-11 23:54:46",0.797,2,parcadei
762,16670754,Gigrise,"2026-08-07 12:57:51",0.797,2,gigrais
763,16679769,"Cihan Atak","2026-08-08 12:40:48",0.796,1,cihanatak
764,16670143,"Sebastian Mateus","2026-08-09 08:50:17",0.796,17,sebastianmateus
765,16679251,"Fernando Faria","2026-08-12 02:58:22",0.794,2,fernandoadefaria
766,16669543,"SeshuRaju 🧘‍♂️","2026-08-08 09:39:16",0.792,1,seshurajup
767,16669391,"Kadir Erturk","2026-08-09 22:33:25",0.792,2,kadirerturk
768,16677769,"Jorge Palma","2026-08-11 22:21:05",0.792,14,jorgepalma
769,16682688,"Ivan Urbanovitch","2026-08-09 07:57:11",0.791,4,ivanurbanovitch
770,16671347,"Shivam Shinde","2026-08-12 04:09:20",0.790,7,shindeshivam
771,16672041,耶✌,"2026-08-10 00:00:08",0.790,15,qifeihhh666
772,16689598,"Mehul Dahiya","2026-08-12 04:01:24",0.790,2,"mambasg,mehuldahiya"
773,16686577,SOSyuki,"2026-08-12 06:27:08",0.789,14,sosyuki
774,16689298,Pieismath,"2026-08-10 05:18:13",0.788,2,pieismath
775,16669533,"Karnakbayev Artur","2026-08-07 00:34:02",0.787,10,karnakbaevarthur
776,16688211,"Manu Nicholas Jacob","2026-08-09 16:29:11",0.787,1,manunicholasjacob
777,16688638,BASIL,"2026-08-11 16:01:40",0.787,2,beizhenchang
778,16679543,"sissoko cheick","2026-08-12 07:44:55",0.787,3,sissokocheick
779,16679223,"Yuri Freitas","2026-08-08 22:55:45",0.787,3,yuribzfreitas
780,16678989,Sahil00001,"2026-08-09 17:44:07",0.784,4,sahil00001
781,16678740,"Yinan Zhu","2026-08-12 03:05:39",0.783,4,yinan08
782,16692201,"Sibusiso Khumalo","2026-08-11 09:16:52",0.783,2,sibusisokhumalo11
783,16671301,"Disleve Kanku","2026-08-11 15:21:43",0.782,3,dislevekanku
784,16683948,"Albert Lutakome2","2026-08-12 15:03:23",0.782,3,albertlutakome2
785,16675288,"Krizsó Gergely","2026-08-08 20:38:09",0.782,15,lucifer19
786,16699094,"sabari nathan","2026-08-11 14:37:20",0.780,1,sabarinathan
787,16688495,"Sơn Nguyễn Hoàng","2026-08-10 15:52:40",0.780,3,songod0906
788,16675617,Hasskeller,"2026-08-11 16:42:27",0.780,2,"bladee333,dominikhahn1407"
789,16679183,"Igor Burkov","2026-08-07 10:31:32",0.779,1,igorburkov
790,16697718,"Jimmy Chase","2026-08-12 10:35:11",0.778,2,jimmychase
791,16692340,"Tom DiFiore","2026-08-11 13:42:19",0.777,1,tomdifiore
792,16689734,Mohib,"2026-08-10 15:12:12",0.777,3,mohib94
793,16682628,chaojiwudiwujie,"2026-08-10 10:02:13",0.777,4,chaojiwudiwujie
794,16683443,"Vaibhav verma","2026-08-12 09:18:24",0.777,2,babatheboss
795,16678427,"Daniel Sauer Soria","2026-08-07 23:08:43",0.776,1,danielsauersoria
796,16702367,"Robin Smits","2026-08-12 05:54:03",0.776,5,rsmits
797,16686281,"Antoine Matemane Mahirwe","2026-08-12 13:56:11",0.776,16,antoinemah
798,16683276,"Keshav Joshi","2026-08-12 10:28:11",0.776,6,keshavjoshi22
799,16675484,"Rahul Ray","2026-08-09 17:46:39",0.776,6,rahulray5
800,16672288,"Murari Ambati","2026-08-07 00:08:33",0.775,4,murariambati
801,16687210,Tae,"2026-08-10 04:43:32",0.774,1,ponghong2744
802,16679221,"Sunny DaysB","2026-08-09 11:37:41",0.774,6,sunnydaysb
803,16675174,Bishalroy999,"2026-08-09 06:04:25",0.773,5,bishalroy999
804,16676988,shd15a,"2026-08-07 07:27:31",0.773,1,shd15a
805,16678333,"Freeman Hui","2026-08-09 12:48:59",0.773,11,freemanhui
806,16677068,"BHARATH .E","2026-08-07 15:18:44",0.773,4,bharath2230
807,16685003,"Jinpyo Yim","2026-08-11 16:54:54",0.772,3,hukatapo
808,16683661,"Shaffaf Thajudheen","2026-08-09 16:20:10",0.772,7,shaffafthajudheen
809,16673993,"Rokaiya Somapti","2026-08-06 08:33:09",0.772,1,rokaiyasomapti
810,16674547,TommyPhan4848,"2026-08-06 09:24:39",0.772,1,tommyphan4848
811,16676412,Drakus,"2026-08-11 11:59:45",0.772,13,drakus74
812,16674333,"Mirza Yasir Abdullah Baig","2026-08-06 14:12:22",0.771,1,myab07
813,16675379,GMpulas\,"2026-08-06 14:09:12",0.771,1,gmpulas
814,16673364,jmmmy,"2026-08-12 13:04:19",0.770,5,jmmmmy
815,16697943,"Ferhat Ersoy","2026-08-11 14:47:40",0.770,2,ferhatersoy
816,16675298,Yuki.O,"2026-08-12 10:13:38",0.770,13,yukiohkawa
817,16677161,"fouad nouamani","2026-08-06 18:55:24",0.770,1,fouadnouamani
818,16675183,anyasri,"2026-08-10 14:59:36",0.769,2,anyasri
819,16684608,"Abdoulaye DIAW","2026-08-12 11:36:55",0.769,18,abdoulayediaw25
820,16674591,Jules,"2026-08-06 11:05:44",0.769,1,julesvanligtenberg
821,16670014,Cyrus,"2026-08-06 09:51:29",0.769,1,jamalsaeedi
822,16673813,fle3n,"2026-08-06 14:27:54",0.768,3,fleongg
823,16678650,Михаил,"2026-08-07 05:14:37",0.767,1,msingatullin
824,16678131,"Mansour A. S. Ataa","2026-08-09 04:17:49",0.767,2,profmansoor
825,16691943,"Hassan Algizani","2026-08-10 12:02:58",0.766,1,hassanalgizani
826,16671080,Akima,"2026-08-10 04:05:56",0.766,1,tanakatentyo
827,16684825,wizard,"2026-08-12 08:21:19",0.765,3,manyagupta1337
828,16675990,"Agent 33","2026-08-07 08:53:05",0.765,3,agent33
829,16697811,"Sayandeep Ghosh","2026-08-12 11:51:50",0.765,2,sayandeepghosh
830,16709448,"Divyansh Atri","2026-08-12 13:17:56",0.764,2,divyanshatri09
831,16670793,"Imade Bouftini","2026-08-10 17:06:27",0.764,1,imadebouftini
832,16683796,ALIREZARE,"2026-08-10 14:15:16",0.764,3,alirezare
833,16672182,"Venkat Balaji S","2026-08-12 03:19:01",0.763,5,dataarthur
834,16688083,"Blox Amaze","2026-08-08 19:18:18",0.763,1,bloxamaze
835,16696152,"Blagoje Samardžija","2026-08-10 12:47:36",0.763,1,blagojesamardija
836,16672223,"Arthur Kim","2026-08-12 03:00:59",0.762,13,lkntrp
837,16685217,gabrielep09,"2026-08-08 14:58:56",0.762,4,gabrielep09
838,16685278,"Satrio Hanif Wicaksono","2026-08-08 11:17:19",0.762,1,"daffamazhar,dyandra,satriohanifwicaksono"
839,16668795,"(ノ◡ <)","2026-08-10 12:24:20",0.761,10,nawfeelrahman1124444
840,16691825,"Gaofeng Huang","2026-08-12 03:44:15",0.760,2,together
841,16672846,"Tomohiro Kikuchi","2026-08-12 00:42:48",0.760,4,tomohirokikuchi
842,16670968,YogaNukko,"2026-08-11 14:02:53",0.760,2,takahitomizunobyts
843,16676661,"This cat is called Fumi","2026-08-12 13:41:57",0.759,5,qwer556617123
844,16672897,Skelp,"2026-08-09 16:11:42",0.759,3,skelpdev
845,16684991,"Pablo Montenegro","2026-08-11 17:09:53",0.759,1,pablomontalb
846,16676401,FO-SHIZZLE,"2026-08-06 19:23:55",0.758,1,mcw0089
847,16680746,cbjtu,"2026-08-10 16:13:58",0.758,10,chenbingjun
848,16679561,"Vu Duy Kien","2026-08-12 10:40:32",0.757,5,vuduykien
849,16671479,"Daniyal Rahman","2026-08-10 22:46:35",0.757,3,daniyalrahman
850,16672149,"soumic 1088","2026-08-08 13:59:20",0.756,6,soumic1088
851,16676206,"Akira Hirohashi","2026-08-06 21:36:28",0.756,1,akirahirohashi
852,16674796,"Claude's Plan","2026-08-11 11:35:06",0.754,5,"bohdankolisnyk,denyspushkaruks"
853,16669000,"Sergi Bas","2026-08-07 11:02:48",0.754,4,sergibas
854,16682982,"Srikant Shubham","2026-08-12 13:13:57",0.753,12,srikantshubham
855,16683676,"Nil Lic","2026-08-11 23:57:06",0.751,6,nillic
856,16691070,"Ron John","2026-08-12 09:24:22",0.750,3,ronsjohn
857,16671755,"Tamerlan Omralinov","2026-08-12 13:45:35",0.750,6,tamerlanomralinov
858,16668943,dpquoc,"2026-08-09 11:29:09",0.750,2,dpquoc
859,16669029,Zulqar,"2026-08-06 09:33:44",0.750,6,johndoe2011
860,16685868,oliver,"2026-08-11 15:41:30",0.748,8,oliverlang
861,16669572,"Danielle Lesin","2026-08-07 13:31:17",0.747,9,ladyfaye
862,16671009,"xl aruol","2026-08-12 03:19:52",0.746,4,xlaruol
863,16678365,"Emil Lambert","2026-08-10 14:14:17",0.745,3,emillambert
864,16685150,KALmia,"2026-08-08 09:07:22",0.744,2,kalmia2000
865,16678577,Spyros,"2026-08-07 11:15:44",0.743,2,spyrosap
866,16684560,"Sarvesh Talele","2026-08-08 18:12:40",0.743,7,sarveshtalele
867,16671131,M2Faqir,"2026-08-10 00:35:24",0.742,2,m2faqir
868,16672553,ShelterW,"2026-08-10 09:34:11",0.742,2,shelterw
869,16689587,pwdh2026,"2026-08-09 23:24:14",0.741,1,pwdh2026
870,16672662,"Alexey Filimonov","2026-08-06 08:19:06",0.741,1,alexeyfil
871,16670992,🦵🔥🥵,"2026-08-06 07:14:26",0.739,1,theonetheonly
872,16673117,ygurar,"2026-08-06 08:37:03",0.739,1,ygurar
873,16672837,"fakhri faros","2026-08-06 09:23:39",0.739,1,fakhrifarosss
874,16672411,"Vladimir Voitovich","2026-08-06 10:37:23",0.739,1,hitimai
875,16674799,"Yogesh Jadhav","2026-08-12 09:41:58",0.736,2,dynamo14324
876,16670379,"Gordeev Max","2026-08-06 03:05:50",0.735,2,gordeevmax
877,16671610,DoubleZs,"2026-08-06 03:08:33",0.735,1,zhang051018
878,16669257,xixi,"2026-08-06 03:28:21",0.735,1,huangcarry26
879,16679539,"Yash Katiyar","2026-08-09 21:06:02",0.735,3,yashkatiyar409
880,16674572,"Radu Stefan","2026-08-08 16:12:04",0.735,2,animamundi820
881,16683494,dataWr3cker,"2026-08-11 07:45:37",0.735,3,gourabr0y555
882,16674588,"Hassan Assad1","2026-08-07 10:45:50",0.731,1,hassanassad1
883,16685805,HMarinov,"2026-08-10 21:47:03",0.730,3,hmarinov97
884,16671161,Khalis-ux,"2026-08-06 10:31:59",0.729,1,khalisux
885,16679569,小出和見,"2026-08-09 08:42:45",0.728,9,kzmk8d
886,16681129,"khalil ayeb","2026-08-08 22:23:56",0.728,8,khalilayeb
887,16677452,KalyanG17,"2026-08-11 11:37:22",0.726,2,kalyang17
888,16689048,arman1o1,"2026-08-10 08:14:39",0.726,2,arman1o1
889,16687878,"Dawood Azeeza","2026-08-12 01:54:15",0.725,3,dawoodazeeza
890,16675317,"Takayuki Higuchi","2026-08-12 16:38:50",0.722,9,takayukihiguchi
891,16671745,Kendamarron,"2026-08-09 13:01:21",0.721,3,kazuhirokuriyama
892,16681967,"sven weidenmann","2026-08-08 05:40:11",0.720,2,svenweidenmann
893,16692681,"Roshan S. Chauhan","2026-08-10 06:31:54",0.719,1,vrosenta
894,16682944,"The Neural Scalpel","2026-08-11 17:35:45",0.718,13,theunknowndev
895,16672347,"Aiden Hopkins","2026-08-09 15:58:54",0.714,3,aidenhopkins
896,16694655,"PISETH SENG","2026-08-12 10:01:36",0.713,5,catejsj
897,16669723,_UwU_,"2026-08-09 03:30:08",0.711,2,claudesewitz
898,16678483,"Dhiyaa Al Jorf","2026-08-11 16:38:34",0.711,3,dhiyaaaljorf
899,16695357,"Mahit Chopra","2026-08-09 20:09:15",0.709,3,mahitchopra
900,16670231,"Porch Goose","2026-08-11 02:23:06",0.709,3,jaclyndeem
901,16688341,"João Victor","2026-08-12 02:24:24",0.708,10,jvlegend
902,16677031,"RICCARDO FORTE","2026-08-12 13:44:56",0.708,1,ricforte
903,16678295,dr.procton,"2026-08-12 10:13:53",0.707,5,procton
904,16675782,"Kevin E R MILLE","2026-08-11 15:35:01",0.705,15,kevinermille
905,16670505,"Joel De la Cruz Fuertes","2026-08-11 17:31:23",0.703,9,joeldcf
906,16685787,cottoncandy,"2026-08-08 02:49:32",0.703,3,"cottoncandy1,saaranshpandey"
907,16677862,"ASMIT GANGULY","2026-08-09 06:20:19",0.702,1,asmitganguly
908,16692757,"Amay Annasamudram","2026-08-12 02:14:17",0.698,8,amayan05
909,16686648,weimean,"2026-08-12 06:39:59",0.696,4,gtwm98
910,16684791,"Frank Westerhoff","2026-08-10 22:10:27",0.696,2,frankwesterhoff
911,16672681,"Hassan Alghamoudi","2026-08-10 11:25:28",0.696,11,hassanabdulhafid
912,16689955,"Khawar Ali","2026-08-09 18:49:38",0.695,3,sneakyscientist
913,16670904,Kentaggle26,"2026-08-09 12:17:09",0.694,5,kentaggle26
914,16678426,Shub-ways,"2026-08-12 10:58:28",0.694,7,meshubhamkr
915,16674134,Yaxon,"2026-08-10 07:44:19",0.693,1,aurax7
916,16677022,sneha1901,"2026-08-10 10:31:19",0.693,4,sneha1901
917,16684848,"Dhananjay Singh","2026-08-12 10:22:15",0.693,4,olliebearman
918,16671360,Saurav,"2026-08-09 19:01:32",0.688,3,sauravchat
919,16683196,kmn,"2026-08-11 19:03:20",0.688,2,kmatsu01
920,16670875,"Emmanuel Nwankwo","2026-08-06 18:08:55",0.687,1,nwankees
921,16703586,"Zhiyuan Li","2026-08-12 06:22:53",0.687,4,fakezhiyuanli
922,16687132,SurajKumar8642,"2026-08-08 11:59:02",0.687,1,surajkumar8642
923,16670928,"Yohannes Baye","2026-08-12 05:15:48",0.687,5,yohannesbaye
924,16705333,"Khoai Lang Say Gion","2026-08-12 15:32:37",0.684,5,phanhuuannguyen
925,16671847,Shirabe,"2026-08-09 11:00:20",0.680,2,carlmakt
926,16680293,"Zaeem Ahmad Mansoori","2026-08-11 11:09:31",0.680,1,zaeemahmadmansoori
927,16691137,"Diego Cheib Hirsch","2026-08-12 11:14:01",0.679,2,diegocheibhirsch
928,16681034,"Tấn Trọng Huỳnh","2026-08-11 13:57:59",0.678,3,tantrong1706
929,16691643,qs22,"2026-08-11 10:38:39",0.677,6,compensator
930,16672539,"Luis Umbides","2026-08-07 19:23:01",0.677,1,luisumbides
931,16672849,rrtopic,"2026-08-09 12:06:35",0.676,2,rrtopic
932,16680046,"O. I. Joshua","2026-08-08 08:03:01",0.675,1,ifechuku1
933,16680284,hikaggler,"2026-08-12 14:47:16",0.673,3,hikarukai
934,16671121,Arv,"2026-08-07 00:04:40",0.673,7,arnavchaturvedi123
935,16670329,"Enrico Ambrosio","2026-08-06 20:09:20",0.673,2,enricoambrosio
936,16687281,"Ho Qi Yuan","2026-08-10 16:46:55",0.672,2,hoqiyuan
937,16686030,"Wissal Ws","2026-08-09 17:43:37",0.672,4,wissalws
938,16682518,chpark,"2026-08-12 00:30:26",0.670,1,bch0322
939,16676267,"Joseph Elliott","2026-08-08 19:04:25",0.669,6,jwelliott
940,16670060,"Yaroslav kholmirzayev","2026-08-12 03:51:11",0.669,2,yaroslavkholmirzayev
941,16681911,"syouya tobita","2026-08-09 18:24:11",0.669,1,syouyatobita
942,16683616,"Евгений Мурзин","2026-08-11 12:17:13",0.668,1,evgeniy555
943,16688874,"Yusuf Yüksel","2026-08-09 10:14:45",0.667,2,yusufyksel55
944,16670606,"Hanif Noer Rofiq","2026-08-06 11:41:35",0.667,3,hanifnoerrofiq
945,16678838,"Helina Tefera","2026-08-08 22:15:47",0.665,2,helinatefera
946,16689377,"shibo liu","2026-08-10 22:26:24",0.665,1,goldship9527
947,16678028,JerryMouse,"2026-08-09 16:59:39",0.664,2,lingxd
948,16687879,"Paul Chuyes","2026-08-09 15:15:45",0.662,8,paulchuyes
949,16677845,IamGRootMSE,"2026-08-09 15:13:47",0.661,4,iamgrootmse
950,16680054,"Adithya AK","2026-08-07 11:22:15",0.659,3,adithyaak29
951,16694341,"Jack Way","2026-08-10 12:25:21",0.658,6,jackway05
952,16684685,"fresh time","2026-08-09 16:19:34",0.656,4,freshtime
953,16683607,holamigohello,"2026-08-12 14:25:19",0.656,4,holamigohello
954,16679072,"ADITYA KUMAR MISHRA","2026-08-12 04:58:32",0.655,2,aditya1kumarmishra
955,16686347,"Parikshit Sen","2026-08-11 13:23:55",0.654,9,parikshitsen
956,16677671,"William Alabi","2026-08-08 20:07:42",0.653,4,williamalabi
957,16677255,Celaris,"2026-08-11 05:53:36",0.651,2,danilopedroso
958,16685163,IamSenso,"2026-08-08 16:56:27",0.650,2,iamsenso
959,16708469,"Mathis DOUTRE","2026-08-12 12:45:54",0.648,1,mathisdoutre
960,16685188,"Bhuvanesh Singla","2026-08-07 15:06:25",0.647,1,bhuvaneshsingla
961,16690009,"Arnab Nandy","2026-08-12 09:57:09",0.647,14,arnabnandy2
962,16682259,Otto_Deviant,"2026-08-12 04:43:40",0.646,2,ottodeviant
963,16679108,"Vladimir Annenkov","2026-08-07 10:37:21",0.646,1,vladimirannenkovml
964,16692358,"itatchy otcheha","2026-08-11 03:17:09",0.644,2,itatchyotcheha
965,16678086,"Ariel Alejandro Amadio","2026-08-10 13:02:19",0.644,4,arielalejandroamadio
966,16678596,Angkon_halder_777,"2026-08-10 09:19:58",0.643,2,angkonhalder777
967,16689546,JovanaLab,"2026-08-12 13:19:26",0.643,4,"choonesenlu,joxitsai"
968,16698497,"Tyler James","2026-08-12 12:32:03",0.643,5,jmidski
969,16687769,"Jose Luis Sabogal U","2026-08-12 02:04:54",0.642,2,joseluissabogal
970,16672616,Podds69,"2026-08-11 20:40:47",0.641,3,podds2022
971,16675746,nassimHa07,"2026-08-11 18:21:38",0.641,4,nassimha07
972,16683743,DevsXX,"2026-08-07 18:09:09",0.640,1,"kartik27s12,krishgos"
973,16684403,"Mohammad Shadab Shaikh","2026-08-09 18:30:22",0.640,11,mohammadshadabshaikh
974,16672197,kif,"2026-08-10 03:10:51",0.639,2,echigobran
975,16692948,"Jon Blanchard","2026-08-11 23:19:43",0.638,10,jonblanchard
976,16711467,"Wilson Veloz","2026-08-12 11:31:34",0.637,1,wilsonveloz
977,16708922,yamadan96,"2026-08-12 08:51:10",0.636,1,yamadan96
978,16706501,"Qamar usman","2026-08-12 09:13:48",0.635,3,qamarmath
979,16691299,"Saanvi Belede Naga","2026-08-09 18:08:18",0.635,4,saanvibeledenaga
980,16687762,psyp1x,"2026-08-10 18:48:13",0.634,2,dilation
981,16691581,Ashiqqq,"2026-08-11 14:43:36",0.633,9,ashiqqq
982,16670722,"Dhavan Shah","2026-08-05 22:43:35",0.630,1,dhavanshah99
983,16671191,"PARAG VIJAY PAWAR","2026-08-06 02:05:56",0.630,1,paragpawar2008
984,16682289,conquiMOMO,"2026-08-11 20:09:31",0.630,1,conquimomo
985,16707698,kiduna1228,"2026-08-12 07:27:59",0.630,1,"haru0707,kiduna"
986,16694629,"Alex Oranov","2026-08-11 12:26:44",0.628,1,aoranov
987,16680574,BeTitanX,"2026-08-11 23:19:08",0.627,9,betitanx
988,16681109,strike,"2026-08-09 05:58:14",0.627,3,nicolia
989,16690235,"Sudipto Event","2026-08-08 18:38:49",0.627,3,sudiptoevent
990,16669588,Mobzya,"2026-08-05 21:08:15",0.625,3,mobzya
991,16682022,_abu_hanif05,"2026-08-10 07:21:22",0.624,11,abuhanif05
992,16677007,"Suryansh Vashisth","2026-08-08 13:40:51",0.622,3,songoku2005
993,16670261,AnthonyTherrien,"2026-08-05 20:16:43",0.621,1,anthonytherrien
994,16670750,hazy_viper,"2026-08-09 07:59:24",0.619,3,ttsuyaogawa
995,16688280,"Luke Stafford","2026-08-09 10:51:48",0.617,3,luketstafford
996,16682319,"ROHAN DAS","2026-08-07 12:08:45",0.617,1,rohankudas
997,16693091,Djordje,"2026-08-12 13:30:12",0.616,5,djordjelazic
998,16682538,"Adithya Vijayakumar","2026-08-07 15:31:17",0.616,1,adithyavijayakumar
999,16669730,PRASAD,"2026-08-06 17:14:39",0.616,1,sawantprasad036
1000,16670695,"Toufiq Musah","2026-08-07 18:42:09",0.614,1,toufiqmusah
1001,16693429,Javier,"2026-08-10 18:49:29",0.612,3,javiernavas
